-6.0525417,1.0821792,7.374141,6
-6.042965,1.1204864,7.4028716,6
-6.0142345,1.1875241,7.431602,6
-6.0238113,1.2066777,7.422025,6
-6.0142345,1.2258313,7.4028716,6
-5.985504,1.2641385,7.393295,6
-5.9759274,1.2449849,7.3645644,6
-6.0046577,1.2354081,7.3645644,6
-5.985504,1.1971009,7.3645644,6
-5.985504,1.1875241,7.374141,6
-5.9759274,1.1587936,7.326257,6
-5.985504,1.1683705,7.3645644,6
-5.93762,1.1492168,7.383718,6
-5.9184666,1.091756,7.4028716,6
-5.9759274,1.0821792,7.4124484,6
-5.9759274,1.0247183,7.393295,6
-6.0046577,1.0151415,7.4028716,6
-5.995081,1.0342951,7.3645644,6
-6.033388,1.0342951,7.393295,6
-6.0238113,1.0342951,7.4028716,6
-6.0046577,1.0630256,7.441179,6
-6.0046577,1.1109096,7.431602,6
-5.9759274,1.091756,7.393295,6
-5.985504,1.1204864,7.3645644,6
-5.9663506,1.1492168,7.3645644,6
-5.9184666,1.1587936,7.383718,6
-5.947197,1.1300632,7.374141,6
-5.9280434,1.13964,7.3645644,6
-5.93762,1.1492168,7.345411,6
-5.90889,1.1587936,7.393295,6
-5.8801594,1.1300632,7.431602,6
-5.8801594,1.091756,7.4028716,6
-5.93762,1.0821792,7.4124484,6
-5.9567738,1.1204864,7.431602,6
-5.947197,1.1492168,7.4124484,6
-5.9567738,1.1204864,7.422025,6
-5.9280434,1.13964,7.441179,6
-5.9280434,1.1492168,7.431602,6
-5.93762,1.1779473,7.4124484,6
-5.9567738,1.1683705,7.374141,6
-6.0142345,1.13964,7.4124484,6
-6.0238113,1.13964,7.4124484,6
-6.0142345,1.1013328,7.441179,6
-5.985504,1.1013328,7.431602,6
-5.985504,1.1109096,7.489063,6
-5.9759274,1.1204864,7.469909,6
-5.9280434,1.1204864,7.489063,6
-5.9184666,1.1300632,7.469909,6
-5.899313,1.1109096,7.422025,6
-5.889736,1.1013328,7.4124484,6
-5.889736,1.1204864,7.441179,6
-5.889736,1.1300632,7.489063,6
-5.90889,1.1492168,7.4124484,6
-5.889736,1.1779473,7.441179,6
-5.90889,1.1587936,7.431602,6
-5.90889,1.1779473,7.431602,6
-5.889736,1.1683705,7.431602,6
-5.9184666,1.1492168,7.4028716,6
-5.9280434,1.1683705,7.3645644,6
-5.9663506,1.1683705,7.383718,6
-5.9663506,1.1683705,7.4028716,6
-5.9280434,1.1779473,7.4028716,6
-5.9280434,1.1683705,7.431602,6
-5.90889,1.1683705,7.431602,6
-5.899313,1.1683705,7.441179,6
-5.8801594,1.2066777,7.441179,6
-5.8226986,1.2162545,7.4124484,6
-5.813122,1.1587936,7.431602,6
-5.841852,1.1492168,7.4124484,6
-5.861006,1.13964,7.4028716,6
-5.899313,1.1492168,7.4124484,6
-5.889736,1.13964,7.4507556,6
-5.851429,1.1492168,7.4507556,6
-5.813122,1.13964,7.469909,6
-5.803545,1.1300632,7.431602,6
-5.8226986,1.1683705,7.441179,6
-5.8322754,1.1875241,7.469909,6
-5.861006,1.2066777,7.479486,6
-5.851429,1.1875241,7.441179,6
-5.8322754,1.2258313,7.469909,6
-5.813122,1.2449849,7.4986396,6
-5.8322754,1.2449849,7.4507556,6
-5.813122,1.2737153,7.441179,6
-5.8226986,1.2545617,7.469909,6
-5.813122,1.2737153,7.479486,6
-5.813122,1.2737153,7.469909,6
-5.803545,1.3024458,7.422025,6
-5.793968,1.3120226,7.4603324,6
-5.793968,1.3120226,7.5082164,6
-5.813122,1.2737153,7.4986396,6
-5.861006,1.2641385,7.489063,6
-5.899313,1.2545617,7.517793,6
-5.8801594,1.283292,7.479486,6
-5.861006,1.283292,7.479486,6
-5.861006,1.2545617,7.469909,6
-5.8705826,1.2545617,7.479486,6
-5.861006,1.283292,7.489063,6
-5.8705826,1.3024458,7.479486,6
-5.899313,1.2737153,7.489063,6
-5.889736,1.3024458,7.4986396,6
-5.8801594,1.292869,7.5082164,6
